EmployeeID,Name,HighestDegree,Division,DivisionAddress,DivisionPhone,PersonalAddress,Email,PhoneNumber,Department,DepartmentDescription,JobTitle,JobDescription,Salary,Birthdate,SocialSecurity
260735,SARAH AMANDA CONTRERAS,GED,North Division,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"192 JACOB SPRING APT. 848, AARONMOUTH, IL 50223",sarah_contreras_144@klb.com,4685642348,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 7,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",33587.85,5/28/1982,806-96-5183
227374,Christopher Kevin Steele,AB,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"488 Sloan Turnpike Apt. 750, South Stephanie, OH 95681",CHRISTOPHER_STEELE_118@KLB.COM,511-457-0511,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 8,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",40705.95,1/25/1989,351/11/5031
283139,David William Ford,AB,SOUTH DIVISION,"456 SOUTH AVE, AUSTIN, TX 73301",(512)555-6789,"645 Jose Summit, North Brettshire, TX 29314",david_ford_182@klb.com,(209)365-3633x42283,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",30773.12,1986.04.27,622/89/5824
240130,John Bryan Petersen,AB,SOUTH DIVISION,"456 South Ave, Austin, TX 73301",(512)555-6789,"56712 LOWE WAYS APT. 450, BRITTANYFORT, TX 62382",john_petersen_168@klb.com,001-857-753-5112,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE SOUTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",36340.64,12/9/1991,428-81-0243
241082,CONNIE CHRISTINE WALKER,GED,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"301 EVANS TRAIL SUITE 118, KRISTOPHERBURGH, OH 37095",connie_walker_137@klb.com,001-401-452-5597x860,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 6,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE CENTRAL DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",39114.01,5/1/1971,271 97 7886
285056,Angela Christine Garcia,BS,North Division,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"9307 Wagner Branch, Shaneville, IL 17218",ANGELA_GARCIA_184@KLB.COM,+1-770-388-1796x41920,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 10,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",44725.31,2/19/1989,759 06 7225
183868,Michael John Bailey,AB,East Division,"789 EAST BLVD, ALBANY, NY 12201",(518)555-1234,"8954 MCCARTHY ROW APT. 209, SOUTH CORYPORT, NY 63939",michael_bailey_181@klb..com,545.537.4146x59317,HR,Manage all human resource need of the organization,HR Specialist 2,"Manages recruitment and onboarding, supports employee relations, and maintains compliance with labor laws as Specialist 2.",38767.73,8/23/1990,790-69-5712
224604,Katherine Kimberly Castillo,MS,South Division,"456 SOUTH AVE, AUSTIN, TX 73301",(512)555-6789,"499 Holland Harbor Suite 200, Lake Scott, TX 46242",katherine_castillo_116@klb.com,+1-988-547-6267x599,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Lead Level 1,"Ensures smooth daily operations, manages resource allocation, and resolves workflow challenges as Operations Lead Level 1.",95495.21,11/27/1994,042-99-5440
277454,Adrian Robert Santos,CTE,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"79674 JONATHAN PASSAGE SUITE 799, LAKE DANIEL, OH 58784",ADRIAN_SANTOS_167@KLB..COM,425.950.0558,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 5,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",32822.19,10/2/1998,788/52/8517
278134,Allen Kyle Johnson,GED,West Division,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"2676 Edwards Court, Michelleton, CA 59789",,001-541-346-8569x4648,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",35237.05,1994.08.03,432 46 7190
276397,Stephen Christopher May,AB,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"840 Holland Parkway Apt. 734, Carriehaven, IL 50892",stephen_may_100@klb..com,(698)798-9208x582,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",34895.43,1991.09.22,811/02/3088
288470,Vicki Stephanie Brown,HS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"355 Wilson Run Suite 375, Joshuaborough, OH 80844",vicki_brown_138@klb.com,001-544-752-5743x6422,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",27025.93,6/2/1993,394-37-0104
241408,SHARON DEANNA BARNETT,GED,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"37210 John Islands Apt. 848, Evansburgh, TX 03478",sharon_barnett_162@klb.com,(690)484-2913,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",32726.41,10/13/1993,021-38-0520
263789,Wendy Laurie Vance,HS,NORTH DIVISION,"123 North St, Springfield, IL 62701",(217)555-1234,"146 SHANNON CANYON SUITE 315, SOUTH LINDAHAVEN, IL 18057",WENDY_VANCE_167@KLB.COM,9909892427,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 7,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE NORTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",39763.17,1974.09.30,112 60 3104
267879,Carla Jessica Bond,CTE,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"0392 KIMBERLY DRIVES, ACOSTAFORT, CA 48880",CARLA_BOND_116@KLB.COM,(829)744-8882x9563,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",34959.78,9/1/1994,471 54 6766
372245,"Jason Joseph Robinson, BFA",MS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"911 George Mall, Michaelbury, OH 56774","JASON_JOSEPH_ROBINSON,_BFA_191@KLB.COM",001-290-740-4194x9997,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 3,"WORKS ON TECHNICAL PROJECTS, ENSURES COMPLIANCE WITH SAFETY STANDARDS, AND PROVIDES ENGINEERING SOLUTIONS AS ENGINEER LEVEL 3.",103349.9,6/21/1997,542-67-2358
255404,Robin Kari Estrada,CTE,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"4861 Williams Pines, Markland, IL 06923",robin_estrada_103@klb.com,+1-980-930-6154x7105,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 2,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",27386.72,1973.03.27,254-81-7563
238491,Mark Christopher Herrera,BS,EAST DIVISION,"789 East Blvd, Albany, NY 12201",(518)555-1234,"269 Holden Greens, North Matthewtown, NY 19371",MARK_HERRERA_188@KLB.COM,740.321.2237x894,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 3,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",34509.86,1986.07.14,643-38-3489
213006,Joseph David Hall,BS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"2762 Moore Mall, Barnesborough, CA 64652",joseph_hall_122@klb.com,224-549-2523,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 7,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",36527.93,10/26/1976,609-27-4862
203133,Patricia Jamie Schwartz,BS,EAST DIVISION,"789 East Blvd, Albany, NY 12201",(518)555-1234,"971 LUCAS COVES SUITE 736, SOUTH ASHLEY, NY 68034",patricia_schwartz_162@klb.com,398.864.0157x8306,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",32443.47,1981.10.11,423/98/8980
202617,Carlos Donald Russell,AB,SOUTH DIVISION,"456 South Ave, Austin, TX 73301",(512)555-6789,"9722 TAYLOR LAND, SOUTH JOHNCHESTER, TX 85346",carlos_donald_russell_200@klb..com,427.919.5901x83761,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 8,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE SOUTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",37360.05,12/17/2004,272/24/1372
214570,"JEFFERY ELIJAH DENNIS, JD",CTE,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"903 EUGENE FALLS APT. 786, NORTH DANIEL, IL 23951","jeffery_elijah_dennis,_jd_157@klb.com",001-211-277-3488x4954,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 7,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE NORTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",35295.16,6/12/2002,106-44-2755
293283,Brianna Jasmine Moses,BS,Central Division,"202 MAIN ST, COLUMBUS, OH 43085",(916)555-6789,"17027 MORRIS JUNCTIONS APT. 341, WEST PATRICKBERG, OH 90881",BRIANNA_MOSES_115@KLB.COM,495.911.7749x367,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",37582.76,1969.11.02,118-63-7247
204759,George James Carrillo,AB,Central Division,"202 MAIN ST, COLUMBUS, OH 43085",(916)555-6789,"2359 ANDERSON FLATS APT. 477, JOSEPHBURY, OH 19492",george_carrillo_173@klb.com,(484)851-5847x3377,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",31598.76,1990.09.28,390 25 3614
236537,Eric Michael Casey,BS,NORTH DIVISION,"123 North St, Springfield, IL 62701",(217)555-1234,"56901 Garcia Well, Mitchellport, IL 15999",eric_casey_195@klb..com,925-717-3841,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",36477.73,1971.02.17,674 24 2343
420155,Michael Marc Johnson,BS,WEST DIVISION,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"31866 GATES ROUTE, SOUTH ROBERTFORT, CA 98108",MICHAEL_JOHNSON_190@KLB.COM,677-520-1104x083,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 1,"Provides administrative support within the West Division, assisting with scheduling, documentation, and communication tasks.",36540.56,12/21/1995,867 72 2842
277031,ROBERTO CODY MURPHY,BS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,,roberto_murphy_176@klb.com,(890)231-7223x46087,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 9,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",39721.89,1/26/1981,494 28 4653
271499,Kara Danielle Underwood,HS,SOUTH DIVISION,"456 South Ave, Austin, TX 73301",(512)555-6789,"3897 Eric Lake, Edwardsbury, TX 57854",kara_underwood_107@klb..com,(595)419-2445x561,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",34649.75,7/18/1992,751-38-1659
463858,Allison Julie Robertson,MA,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"16020 Davis Plains, East Mikeshire, TX 67735",allison_robertson_171@klb.com,+1-689-272-1170x889,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 2,"Provides administrative support within the South Division, assisting with scheduling, documentation, and communication tasks.",41869.92,11/28/1968,560 52 4261
453546,Jacob Ricky Davila,AB,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"773 Davis Bypass Apt. 405, Harrisfurt, NY 71467",JACOB_DAVILA_133@KLB.COM,001-591-208-0417x5694,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",SECRETARY LEVEL 8,"Provides administrative support within the East Division, assisting with scheduling, documentation, and communication tasks.",52176.8,1996.05.06,877 92 2647
229589,Terri Wendy Heath,HS,WEST DIVISION,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"076 PHAM WALL APT. 078, NORTH HELENBURGH, CA 61242",terri_heath_175@klb.com,6306666635,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 3,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",35049.42,10/2/2000,324 04 5731
268118,William Jeremy Miller,AB,WEST DIVISION,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"68846 Felicia Row, East Dana, CA 76707",william_miller_140@klb.com,758-844-9986x86074,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE WEST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",36480.36,8/29/1978,291 65 2865
279507,Christopher Matthew Rivas,MS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"547 Mills Manors Suite 194, New Michelle, OH 23503",christopher_rivas_139@klb.com,(493)671-5630,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Lead Level 1,"Ensures smooth daily operations, manages resource allocation, and resolves workflow challenges as Operations Lead Level 1.",85919.2,11/17/1993,779 43 9066
275578,Philip Jeffrey Zimmerman,AB,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"548 Scott Roads Suite 481, Sandersview, IL 74328",philip_zimmerman_115@klb.com,271.608.2968x29245,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",28324.49,1/20/2001,153-14-5615
316611,Erin Katelyn Smith,PhD,WEST DIVISION,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"593 Erickson Canyon, North Johntown, CA 18625",erin_smith_154@klb.com,-9057,Engineering,Develop and maintain product design specifications and manufacturing protocols.,ENGINEER LEVEL 1,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 1.",95958.98,6/2/1986,307 95 3006
275818,Robert Stephen Buchanan,GED,Central Division,"202 MAIN ST, COLUMBUS, OH 43085",(916)555-6789,"8651 Barnes Square Suite 954, Hartmanport, OH 89582",ROBERT_BUCHANAN_164@KLB.COM,(725)845-9614x233,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",36628.43,8/27/1986,559 40 7882
225765,Matthew Paul Harrison,CTE,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"9446 Robert Flats, Ashleyberg, OH 59658",matthew_harrison_166@klb.com,+1-707-619-0700x47861,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 9,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",36044.8,11/9/1997,417 46 9303
367488,MICHAEL STEVEN ESPARZA,MS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"27688 Anthony Mews, Williamsonbury, NY 96556",michael_esparza_189@klb.com,001-929-682-0450,ENGINEERING,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 1,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 1.",95064.26,1978.08.02,
245956,Sgt Logan Andrew Burton,HS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"3833 Donald Greens, Port Brianmouth, NY 74879",SGT_LOGAN_ANDREW_BURTON_169@KLB.COM,-6263,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",34505.1,12/24/1996,278-75-3637
100022,Scott Robert Smith,PHD,NORTH DIVISION,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"418 Ronald Motorway, Jamesview, IL 42255",SCOTT_SMITH_187@KLB..COM,605.799.0082,HR,Manage all human resource need of the organization,HR Manager Level 1,"PROVIDES STRATEGIC WORKFORCE PLANNING, MANAGES EMPLOYEE PERFORMANCE, AND OVERSEES HR POLICIES AS HR MANAGER LEVEL 1.",91293.04,12/14/1975,056 44 3704
493384,Dennis Matthew Morris,BA,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"1197 Megan Valleys, Phillipmouth, NY 59680",dennis_morris_167@klb..com,346-753-2554x411,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 1,"Provides administrative support within the East Division, assisting with scheduling, documentation, and communication tasks.",35335.7,11/28/1969,219-49-7376
296061,Lt Robert Thomas Allen,AB,CENTRAL DIVISION,"202 MAIN ST, COLUMBUS, OH 43085",(916)555-6789,"89792 Brenda Drive Apt. 440, Port Margaret, OH 29924",lt_robert_thomas_allen_130@klb.com,001-556-531-9784,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE CENTRAL DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",31355.09,1978.05.13,333 73 4879
452640,Holly Maria Bush,BS,North Division,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"53817 Karen Trace, West Michael, IL 35544",holly_bush_162@klb..com,664.901.5577x88178,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 3,"Provides administrative support within the North Division, assisting with scheduling, documentation, and communication tasks.",36734.91,1989.02.26,820 87 1076
348622,Scott Nicholas Perez,MS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"23119 Mary Forks, New Justin, CA 80410",SCOTT_PEREZ_141@KLB.COM,570.793.3373x0045,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 3,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 3.",99178.02,1977.06.08,547-42-4541
225782,Jonathan Jesus Johnson,BS,NORTH DIVISION,"123 North St, Springfield, IL 62701",(217)555-1234,"85554 NICOLE SQUARE, NELSONPORT, IL 70715",JONATHAN_JOHNSON_124@KLB.COM,(879)418-3963x41627,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 5,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",33960.3,1979.09.20,397/64/9503
262746,Monica Ashley Ramirez,BS,SOUTH DIVISION,"456 South Ave, Austin, TX 73301",(512)555-6789,"833 TIFFANY PARKWAY APT. 117, TONYTON, TX 27294",monica_ramirez_167@klb.com,(904)526-3241x37749,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",35104.91,1/3/1995,705 58 9183
213684,RAYMOND GENE BOYD,BS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"447 DECKER MOUNT SUITE 235, LAKE LORI, CA 27932",RAYMOND_BOYD_167@KLB.COM,+1-623-686-3852x1982,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 8,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE WEST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",33275.13,2/15/1995,587-11-1697
364097,Daniel Antonio Peters,MS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"3699 White Run Apt. 319, South Andrew, CA 86932",DANIEL_ANTONIO_PETERS_163@KLB.COM,879.721.2974,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 3,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 3.",116131.53,11/26/1990,883-78-6830
210435,Jennifer Kathy Ball,HS,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"89630 David Springs Apt. 967, Lake Catherine, IL 16543",JENNIFER_BALL_166@KLB.COM,(363)677-2730,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 4,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",36872.77,3/20/1971,534 47 0468
286517,WAYNE PAUL JACOBS,CTE,North Division,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"290 Miguel Fall, South Lisaborough, IL 10054",wayne_jacobs_110@klb.com,436-750-3504x969,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 9,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE NORTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",41507.15,8/25/1977,514-92-7074
268955,Matthew Brandon Lucas,HS,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"563 Beverly Pike, Lake Kimstad, IL 92370",matthew_lucas_117@klb.com,+1-976-644-9322x9330,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",31623.37,2/28/1980,196 20 9001
243405,Christopher John Gregory,GED,West Division,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"9163 KAREN ROAD, MASONPORT, CA 40421",CHRISTOPHER_GREGORY_108@KLB.COM,956.388.5216,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",33693.1,4/28/1986,620 69 7598
200471,RONALD BRIAN THOMAS,AB,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"32606 Duran Summit, South Eric, NY 57339",ronald_thomas_151@klb..com,+1-400-656-5523x6874,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",27279.9,8/17/1974,331-02-9652
109057,Brenda Vanessa Torres,BS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"906 Morton Groves, Morganville, CA 85508",brenda_torres_188@klb.com,001-917-925-4369x942,HR,Manage all human resource need of the organization,HR SPECIALIST 4,"Manages recruitment and onboarding, supports employee relations, and maintains compliance with labor laws as Specialist 4.",43053.97,1/19/1998,165/13/0303
395349,Mark Isaiah Smith,PhD,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"74919 Sandra Route, Spearsfurt, IL 22330",mark_smith_161@klb..com,591-343-2007x932,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 5,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 5.",120459.76,1977.02.07,883/24/0912
390619,DR ANDREW MARK RODRIGUEZ,BS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"028 Kelly Ridge Suite 421, Austinchester, NY 70403",,2142659213,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 2,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 2.",102623.81,6/6/1979,240-04-3109
256659,"Melissa Christie Estrada, ScD",HS,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"4026 Brenda Vista, Torresfort, TX 38292","MELISSA_CHRISTIE_ESTRADA,_SCD_117@KLB.COM",(969)575-1085x4455,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 7,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",37436.78,7/27/1987,596/39/6435
295481,SARA SUSAN FITZPATRICK,BS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"39049 Hamilton Junctions, Pricestad, NY 81989",sara_fitzpatrick_151@klb.com,434-729-2709x470,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE EAST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",29319.77,1993.08.07,838 33 2983
281159,Melissa Katherine Caldwell,HS,SOUTH DIVISION,"456 South Ave, Austin, TX 73301",(512)555-6789,"8634 Daniel Unions Suite 233, Lozanoborough, TX 38330",MELISSA_CALDWELL_145@KLB.COM,754.955.3870x781,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",33218.69,9/30/1992,856/26/3769
297364,Sean Brian Zavala,HS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"96134 Ryan Extension, West Jacob, NY 55406",SEAN_ZAVALA_196@KLB..COM,7518240056,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",37464.79,5/23/2002,746 54 7070
255850,Cody Austin Hopkins,GED,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"9173 Cunningham Hollow Suite 142, Griffinhaven, NY 44100",cody_hopkins_167@klb.com,237.375.4542x2037,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE EAST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",33306.95,9/4/1970,643/26/5237
263552,JENNIFER MELANIE RICHMOND,AB,East Division,"789 EAST BLVD, ALBANY, NY 12201",(518)555-1234,"256 STEPHEN GARDENS APT. 966, WEST RANDYTON, NY 89327",jennifer_richmond_106@klb..com,001-713-888-5593x92098,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 2,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE EAST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",36217.4,3/5/1995,412-70-2931
202067,Bethany Kara Wilkins,CTE,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"217 ROBINSON POINTS APT. 717, SCOTTFORT, TX 12445",BETHANY_WILKINS_119@KLB.COM,305-267-1973x541,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 3,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",28409.03,1969.11.14,741/41/2266
235665,Cpl Mark Jason Burns,AB,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"34488 NATHANIEL PLAINS SUITE 058, MORRISMOUTH, TX 98301",cpl_mark_jason_burns_124@klb.com,+1-711-376-9737x13049,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",28316.24,1972.05.21,299/19/0439
225380,Maj Christopher David Mitchell,BS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"34837 Shari Greens, Montgomerybury, CA 21531",maj_christopher_david_mitchell_149@klb.com,519-642-3626x678,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",33554.9,1978.04.22,269-66-9451
